u,v,key,osmid,highway,oneway,length,name,geometry,speed_kph,bearing,travel_time,grade,grade_abs,lanes,ref,maxspeed,bridge,width,junction,access,simple_model_e
82917869,82928278,0,"[954774082, 954774083, 954775405, 954775406, 36944752, 954775408, 954775410, 954775411, 954775412, 954775413, 1012796216]",trunk,False,2748.209,"['Highway 30', '200 North']","LINESTRING (-111.9115615 41.7415997, -111.9044042 41.7398608, -111.903836 41.7397259, -111.901813 41.7392417, -111.899657 41.7387246, -111.8970017 41.7381051, -111.8964018 41.7379658, -111.8952713 41.7377029, -111.8936346 41.7373002, -111.8931808 41.7371858, -111.8917947 41.7368361, -111.8907743 41.7365786, -111.8902752 41.7364527, -111.8896525 41.7363068, -111.889528 41.7362789, -111.8891159 41.7361862, -111.8886401 41.7360993, -111.88812 41.7360359, -111.8848756 41.7359924, -111.882601 41.7359643, -111.8805413 41.7359419, -111.8796061 41.7359317)",92.0,103.4,107.5,0.001,0.001,"['3', '4', '2']",UT 30,"['55 mph', '60 mph']",,,,,10420099.592756074
82917877,82910951,0,10084676,unclassified,False,731.676,West 2600 North,"LINESTRING (-111.9117901 41.7802436, -111.9127342 41.7802439, -111.9130755 41.780244, -111.9134333 41.7802441, -111.9186079 41.7802458, -111.9206141 41.7802464)",48.5,270.0,54.3,0.001,0.001,2,,,,,,,1355579.7279412237
82917877,82917883,0,1007846356,tertiary,False,654.223,3200 West,"LINESTRING (-111.9117901 41.7802436, -111.9117713 41.7808974, -111.911742 41.7830819, -111.9117431 41.7861269)",45.1,0.3,52.2,-0.0,0.0,,,,,,,,1120174.0925002357
82917877,8142025946,0,"[10083784, 1007846356, 1007846357]",tertiary,False,1682.5929999999998,3200 West,"LINESTRING (-111.9117901 41.7802436, -111.9118118 41.7793683, -111.9117876 41.7757325, -111.9117758 41.7738904, -111.9117579 41.7709664, -111.911763 41.7707478, -111.911751 41.7677124, -111.911751 41.765112)",45.1,179.9,134.3,-0.001,0.001,,,,yes,,,,2879321.6559377434
82917883,82916351,0,"[10085737, 37110659, 10085587]",tertiary,False,1249.4900000000005,"['North 3200 West', 'West 3200 North', 'North 3000 West']","LINESTRING (-111.9117431 41.7861269, -111.9117465 41.7867536, -111.9117561 41.7884947, -111.9117654 41.79009, -111.9117667 41.7901903, -111.9117527 41.7902996, -111.9116979 41.7903968, -111.9116095 41.7904601, -111.9114409 41.7904985, -111.9091312 41.7908033, -111.9086645 41.7909087, -111.9081536 41.7910596, -111.9077502 41.7912179, -111.9075694 41.7913233, -111.9074444 41.7913964, -111.907246 41.7915718, -111.9070155 41.7918431, -111.9068273 41.7921468, -111.9066593 41.7924405, -111.9062709 41.7932549, -111.9061538 41.7936193, -111.906054 41.7940147, -111.90586 41.7947384)",56.3,27.0,79.9,0.001,0.001,2,,35 mph,,,,,2724841.7210092177
82917883,82936352,0,782855018,tertiary,False,1660.8160000000003,West 3000 North,"LINESTRING (-111.9117431 41.7861269, -111.9137086 41.7860693, -111.9143438 41.7859605, -111.9148416 41.7859349, -111.9149706 41.7859456, -111.9153823 41.7859797, -111.9191331 41.7859221, -111.9194421 41.7859029, -111.9196567 41.7858581, -111.919794 41.7858133, -111.9204721 41.7854485, -111.9209658 41.7852966, -111.9213647 41.7852565, -111.9217727 41.785239, -111.9224548 41.7852757, -111.9228278 41.7853479, -111.922984 41.7854145, -111.9231416 41.7854939, -111.9232424 41.7855579, -111.9234519 41.785691, -111.9237382 41.7858726, -111.9250019 41.7867997, -111.9252397 41.7869827, -111.9255805 41.7872436, -111.9257154 41.7873305, -111.9258608 41.7873937, -111.9260807 41.7874278, -111.9267684 41.7874204, -111.9270693 41.7874171, -111.930437 41.7874457)",45.1,275.4,132.6,0.0,0.0,,,,,,,,2842152.8653981383
82917883,82917877,0,1007846356,tertiary,False,654.2230000000001,3200 West,"LINESTRING (-111.9117431 41.7861269, -111.911742 41.7830819, -111.9117713 41.7808974, -111.9117901 41.7802436)",45.1,180.3,52.2,0.0,0.0,,,,,,,,1120047.93990701
82917937,4208799826,0,10083792,residential,False,241.10999999999999,1050 East,"LINESTRING (-111.8048118 41.835735, -111.8048129 41.8356404, -111.8048213 41.8352396, -111.8048709 41.8349719, -111.8050351 41.8345542, -111.8051028 41.8342692, -111.805102 41.833676, -111.805102 41.8335912)",40.2,185.8,21.6,0.013,0.013,,,25 mph,,,,,365001.40786932525
82917937,429571917,0,36941407,residential,False,88.962,30 South,"LINESTRING (-111.8048118 41.835735, -111.8047097 41.8357348, -111.803738 41.8357329)",41.6,90.2,7.7,0.074,0.074,,,,,,,,140411.54582634012
82917937,82934103,0,36941407,residential,False,57.811,30 South,"LINESTRING (-111.8048118 41.835735, -111.8049525 41.8357353, -111.805385 41.8357362, -111.8055096 41.8357365)",41.6,270.2,5.0,-0.057,0.057,,,,,,,,91181.95279448468
82917937,4208799838,0,545895712,residential,False,252.815,1050 East,"LINESTRING (-111.8048118 41.835735, -111.8048121 41.8358198, -111.8048217 41.8364938, -111.8048742 41.8368368, -111.804843 41.8379365, -111.8048413 41.8380061)",41.6,359.4,21.9,0.016,0.016,,,,,,,,397199.07779682026
82917946,82917952,0,10083794,residential,False,78.826,1500 East,"LINESTRING (-111.7969722 41.7533647, -111.7970042 41.7540732)",41.6,358.1,6.8,0.0,0.0,,,,,,,,124353.5389847845
82917946,430663931,0,10083794,residential,False,78.326,1500 East,"LINESTRING (-111.7969722 41.7533647, -111.7969564 41.7526604)",41.6,179.0,6.8,0.02,0.02,,,,,,,,123524.66333875766
82917946,3188042616,0,37031656,residential,False,199.003,1220 North,"LINESTRING (-111.7969722 41.7533647, -111.7945736 41.7533961)",41.6,89.0,17.2,0.004,0.004,,,,,,,,312723.69883861457
82917952,82917946,0,10083794,residential,False,78.826,1500 East,"LINESTRING (-111.7970042 41.7540732, -111.7969722 41.7533647)",41.6,178.1,6.8,-0.0,0.0,,,,,,,,124245.3119798456
82917952,82893462,0,10085715,residential,False,66.238,1260 North,"LINESTRING (-111.7970042 41.7540732, -111.7962057 41.7540752)",41.6,89.8,5.7,-0.013,0.013,,,,,,,,104508.61661902275
82917952,82926231,0,10085715,residential,False,163.674,1260 North,"LINESTRING (-111.7970042 41.7540732, -111.7989773 41.7540739)",41.6,270.0,14.2,-0.008,0.008,,,,,,,,257317.7775469807
82917952,82915953,0,"[10083794, 10085651]",residential,False,346.03700000000003,"['1500 East', '1385 North']","LINESTRING (-111.7970042 41.7540732, -111.7970163 41.7554174, -111.7970163 41.7555481, -111.796977 41.7556028, -111.7968122 41.7556243, -111.7966919 41.7556555, -111.796616 41.7557179, -111.7965857 41.7561815, -111.7965233 41.756269, -111.7963644 41.7562908, -111.7955779 41.7563126)",41.6,25.4,29.9,0.003,0.003,,,,,,,,543308.711555984
82917977,3346848106,0,10083802,residential,False,53.882,1450 East,"LINESTRING (-111.7977093 41.7680734, -111.7981188 41.7684496)",41.6,320.9,4.7,-0.024,0.024,,,,,,,,85163.62161666951
82917977,82918421,0,10083878,residential,False,168.144,2000 North,"LINESTRING (-111.7977093 41.7680734, -111.7973306 41.7677597, -111.7971679 41.7676538, -111.796915 41.7676013, -111.795932 41.7676021)",41.6,109.6,14.6,0.042,0.042,,,,,,,,264442.2012180673
82917977,82918421,1,"[10086364, 10086310]",residential,False,263.131,"['2050 North', '1550 East']","LINESTRING (-111.7977093 41.7680734, -111.7971071 41.7684401, -111.7969112 41.7685002, -111.7959432 41.7685086, -111.795932 41.7676021)",41.6,109.6,22.8,0.027,0.027,,,,,,,,413323.85140160983
82917983,82926250,0,943741930,tertiary,False,101.282,2100 North,"LINESTRING (-111.7983597 41.7693641, -111.7995809 41.7693722)",45.1,270.5,8.1,-0.052,0.052,,,,,,,,174006.97255204522
82917983,3346848106,0,10083802,residential,False,106.19200000000001,1450 East,"LINESTRING (-111.7983597 41.7693641, -111.7983588 41.7692656, -111.7983587 41.7689137, -111.7983276 41.7687636, -111.7982486 41.7686003, -111.7981188 41.7684496)",41.6,168.9,9.2,0.018,0.018,,,,,,,,167207.99361499888
82917983,82938326,0,943741930,tertiary,False,299.746,2100 North,"LINESTRING (-111.7983597 41.7693641, -111.7962289 41.7693616, -111.7947455 41.7693756)",45.1,89.8,23.9,0.041,0.041,,,,,,,,513816.708837575
82918006,82932659,0,10085572,residential,False,216.168,West 4200 North,"LINESTRING (-111.926371 41.808722, -111.92825 41.808715, -111.928399 41.809247)",41.6,289.2,18.7,0.005,0.005,,,,,,,,339680.7655835931
82918006,82915736,0,782855020,secondary,False,858.075,North 3800 West,"LINESTRING (-111.926371 41.808722, -111.926437 41.812919, -111.926477 41.8131419, -111.9265798 41.8133334, -111.9285834 41.8160368)",64.6,347.3,47.8,0.001,0.001,2,,,,,,,2180361.8183015934
82918006,82916376,0,782855020,secondary,False,815.1030000000001,North 3800 West,"LINESTRING (-111.926371 41.808722, -111.9263445 41.805335, -111.9263747 41.804997, -111.9269191 41.8018338, -111.9269641 41.8014197)",64.6,183.5,45.4,0.001,0.001,2,,,,,,,2071049.4573444664
82918020,82883135,0,10085599,residential,False,25.414,100 North,"LINESTRING (-111.8388669 41.7333596, -111.8391731 41.7333646)",48.3,271.3,1.9,0.002,0.002,,,30 mph,,,,,47967.90198797197
82918020,82918022,0,10083806,residential,False,69.925,Law Court,"LINESTRING (-111.8388669 41.7333596, -111.8388681 41.7332404, -111.8388772 41.7327308)",41.6,180.7,6.1,0.015,0.015,,,,,,,,110337.40245274552
82918020,82915144,0,10085599,residential,False,108.721,100 North,"LINESTRING (-111.8388669 41.7333596, -111.8387054 41.733357, -111.8377019 41.7333407, -111.837557 41.7333383)",48.3,91.2,8.1,0.001,0.001,,,30 mph,,,,,201449.1184939278
82918022,82918020,0,10083806,residential,False,69.925,Law Court,"LINESTRING (-111.8388772 41.7327308, -111.8388681 41.7332404, -111.8388669 41.7333596)",41.6,0.7,6.1,-0.015,0.015,,,,,,,,110349.86187590535
82918038,82930287,0,"[10083808, 10086313]",residential,False,547.906,"['South 500 West', 'South 600 West']","LINESTRING (-111.8449647 41.6748383, -111.8449638 41.6749788, -111.8449634 41.6754476, -111.8450198 41.6758204, -111.8453245 41.6770465, -111.8453953 41.6771863, -111.84552 41.6773049, -111.8470156 41.6782433, -111.847135 41.6783823, -111.8472206 41.6785373, -111.847213 41.6791412)",41.6,338.7,47.4,-0.005,0.005,,,,,,,,859803.2261262764
82918038,4487458884,0,943713000,secondary,False,77.24300000000001,West 3200 South,"LINESTRING (-111.8449647 41.6748383, -111.8448693 41.6748379, -111.8440347 41.6748341)",56.3,90.3,4.9,0.011,0.011,,,35 mph,,,,,170114.01282199912
82918038,3348720664,0,943713001,secondary,False,196.91200000000003,West 3200 South,"LINESTRING (-111.8449647 41.6748383, -111.8458905 41.67485, -111.8466133 41.674866, -111.8470581 41.674869, -111.8473351 41.6748708)",56.3,271.1,12.6,0.005,0.005,,,35 mph,,,,,430929.9818755244
82918038,7324996719,0,1049104968,residential,False,67.263,South 500 West,"LINESTRING (-111.8449647 41.6748383, -111.8449668 41.6747331, -111.84498 41.6742335)",41.6,181.1,5.8,0.002,0.002,,,,,,,,106122.73942906882
82918045,82910568,0,10083809,residential,False,257.88,500 West,"LINESTRING (-111.8474118 41.7140745, -111.8474977 41.7141232, -111.8476384 41.714202, -111.847737 41.7142874, -111.8477868 41.714409, -111.8477853 41.7145164, -111.8477417 41.7156042, -111.8477278 41.7159734, -111.8477163 41.7162757)",41.6,354.1,22.3,0.006,0.006,,,,,,,,405109.76388105744
82918045,82933681,0,10085734,residential,False,308.401,Golf Course Road,"LINESTRING (-111.8474118 41.7140745, -111.8467596 41.7146295, -111.8467275 41.7146469, -111.8465057 41.71477, -111.8462183 41.7148631, -111.8459263 41.7149143, -111.8456335 41.7149235, -111.8454874 41.714927, -111.8449757 41.7149031, -111.8447773 41.714919, -111.8446345 41.7149483, -111.844174 41.7150891)",41.6,67.2,26.7,0.004,0.004,,,,,,,,484268.3686085663
82918045,82934727,0,"[10085878, 10085734]",residential,False,489.858,"['1000 South', 'Golf Course Road']","LINESTRING (-111.8474118 41.7140745, -111.8477895 41.7137466, -111.8481195 41.713474, -111.8483856 41.7133121, -111.8487485 41.7132067, -111.849229 41.713214, -111.849279 41.7132147, -111.8499549 41.7132249, -111.8501279 41.7132276, -111.8503638 41.7132311, -111.8504918 41.7132331, -111.8509648 41.7132402, -111.852743 41.7132671, -111.852845 41.7132686)",41.6,258.8,42.4,-0.005,0.005,,,,,,,,768736.5660946004
82918047,82917266,0,10083809,residential,False,211.30899999999997,500 West,"LINESTRING (-111.8475869 41.7170575, -111.847516 41.7172262, -111.8474154 41.7173955, -111.8472449 41.7175823, -111.8470551 41.7178038, -111.8468525 41.7180288, -111.84672 41.7182126, -111.8465913 41.7185009, -111.8465704 41.7187661)",41.6,23.9,18.3,0.003,0.003,,,,,,,,332071.1788810336
82918047,82910568,0,10083809,residential,False,88.22200000000001,500 West,"LINESTRING (-111.8475869 41.7170575, -111.847698 41.7167618, -111.8477163 41.7162757)",41.6,187.0,7.6,0.005,0.005,,,,,,,,138995.17992165507
82918047,430792921,0,10084166,residential,False,162.721,800 South,"LINESTRING (-111.8475869 41.7170575, -111.846879 41.7168823, -111.8456645 41.7168671)",41.6,97.6,14.1,0.004,0.004,,,,,,,,255829.7285595081
82918073,82918398,0,10084655,residential,False,81.4,600 South,"LINESTRING (-111.8489319 41.7207179, -111.849615 41.7207509, -111.8499106 41.7207363)",41.6,271.4,7.0,0.002,0.002,,,,,,,,128354.22907871446
82918073,82918076,0,450841773,residential,False,182.20100000000002,500 West,"LINESTRING (-111.8489319 41.7207179, -111.8488904 41.7213034, -111.8488551 41.7218027, -111.8488165 41.7223542)",40.2,3.0,16.3,0.003,0.003,,,25 mph,,,,,276044.63021908037
82918073,82917266,0,"[10083697, 450841773]",residential,False,405.619,"['700 South', '500 West']","LINESTRING (-111.8489319 41.7207179, -111.849052 41.7190222, -111.8489318 41.7188813, -111.8486744 41.7187916, -111.848275 41.7187868, -111.8477721 41.7187807, -111.8468074 41.718769, -111.8465704 41.7187661)",40.2,137.9,36.3,-0.0,0.0,,,25 mph,,,,,613574.9269665506
82918076,82926696,0,10085668,residential,False,235.69,500 South,"LINESTRING (-111.8488165 41.7223542, -111.850519 41.722341, -111.8514551 41.7223337, -111.8516562 41.7223322)",40.2,269.4,21.1,-0.003,0.003,,,25 mph,,,,,356820.7079529233
82918076,82911829,0,450841773,residential,False,219.162,500 West,"LINESTRING (-111.8488165 41.7223542, -111.8482159 41.72316, -111.8481629 41.7232324, -111.8481038 41.7234313, -111.8480912 41.7236673, -111.84809 41.7237331, -111.8480826 41.7241121, -111.8480818 41.7241937)",40.2,16.6,19.6,0.008,0.008,,,25 mph,,,,,331911.24340833566
82918076,82918073,0,450841773,residential,False,182.201,500 West,"LINESTRING (-111.8488165 41.7223542, -111.8488551 41.7218027, -111.8488904 41.7213034, -111.8489319 41.7207179)",40.2,183.0,16.3,-0.003,0.003,,,25 mph,,,,,275927.3269366027
82918080,3188827114,0,450841773,residential,False,123.011,500 West,"LINESTRING (-111.848037 41.7261275, -111.8480626 41.7250214)",40.2,181.0,11.0,-0.007,0.007,,,25 mph,,,,,186465.47164623186
82918080,82921158,0,182951976,tertiary,False,210.736,300 South,"LINESTRING (-111.848037 41.7261275, -111.8489434 41.7261461, -111.8495777 41.7261591, -111.8498379 41.7261645, -111.8504411 41.7261792, -111.850572 41.7262014)",45.1,272.2,16.8,-0.006,0.006,,,,,,,,361413.97709088307
82918080,82913992,0,182951976,tertiary,False,101.827,300 South,"LINESTRING (-111.848037 41.7261275, -111.8478816 41.7261254, -111.8468102 41.7261111)",45.1,91.0,8.1,0.002,0.002,,,,,,,,175093.3094679413
82918080,82918084,0,450841773,residential,False,182.192,500 West,"LINESTRING (-111.848037 41.7261275, -111.8480355 41.72621, -111.8480308 41.7264788, -111.8480138 41.7269102, -111.8480043 41.7271726, -111.8479911 41.7277656)",40.2,1.2,16.3,0.006,0.006,,,25 mph,,,,,276040.6176616768
82918084,82926378,0,10085147,residential,False,208.376,200 South,"LINESTRING (-111.8479911 41.7277656, -111.8454806 41.7277298)",41.6,91.1,18.0,0.015,0.015,,,,,,,,327452.2841564613
82918084,82929560,0,10085147,residential,False,161.107,200 South,"LINESTRING (-111.8479911 41.7277656, -111.8498495 41.7277999, -111.8499319 41.7277999)",41.6,271.4,13.9,-0.009,0.009,,,,,,,,253291.1732535214
82918084,82918087,0,450841773,residential,False,213.04500000000002,500 West,"LINESTRING (-111.8479911 41.7277656, -111.8479703 41.7284751, -111.8479433 41.7293983, -111.8479386 41.7295542, -111.8479357 41.7296811)",40.2,1.2,19.1,0.001,0.001,,,25 mph,,,,,322651.0871005049
82918084,82918080,0,450841773,residential,False,182.192,500 West,"LINESTRING (-111.8479911 41.7277656, -111.8480043 41.7271726, -111.8480138 41.7269102, -111.8480308 41.7264788, -111.8480355 41.72621, -111.848037 41.7261275)",40.2,181.2,16.3,-0.006,0.006,,,25 mph,,,,,275904.170293718
82918087,82926379,0,10085655,residential,False,210.029,100 South,"LINESTRING (-111.8479357 41.7296811, -111.8477715 41.7296783, -111.846573 41.729658, -111.8462345 41.7296522, -111.845537 41.7296405, -111.8454054 41.7296383)",41.6,91.3,18.2,0.016,0.016,,,,,,,,330046.9749581852
82918087,82933163,0,10085655,residential,False,160.997,100 South,"LINESTRING (-111.8479357 41.7296811, -111.8480988 41.7296839, -111.848403 41.7296891, -111.8493473 41.7297051, -111.849784 41.7297125, -111.8498753 41.729714)",41.6,271.3,13.9,-0.009,0.009,,,,,,,,253118.61140785788
82918087,82918089,0,450841773,residential,False,213.28699999999998,500 West,"LINESTRING (-111.8479357 41.7296811, -111.8479303 41.7298052, -111.8479078 41.7304252, -111.8478695 41.7314732, -111.847865 41.7315985)",40.2,1.6,19.1,0.002,0.002,,,25 mph,,,,,323019.7600414591
82918087,82918084,0,450841773,residential,False,213.04500000000002,500 West,"LINESTRING (-111.8479357 41.7296811, -111.8479386 41.7295542, -111.8479433 41.7293983, -111.8479703 41.7284751, -111.8479911 41.7277656)",40.2,181.2,19.1,-0.001,0.001,,,25 mph,,,,,322545.14179333375
82918089,82924335,0,10084485,residential,False,212.07000000000002,500 West,"LINESTRING (-111.847865 41.7315985, -111.8478614 41.7317184, -111.847838 41.7324898, -111.8478101 41.7334043, -111.8478072 41.7335052)",41.6,1.3,18.4,-0.001,0.001,,,,,,,,333261.3754371714
82918089,82915524,0,10085683,tertiary,False,161.037,Center Street,"LINESTRING (-111.847865 41.7315985, -111.8480423 41.7316016, -111.849683 41.7316296, -111.849709 41.7316304, -111.8498051 41.7316321)",45.1,271.3,12.9,-0.006,0.006,,,,,,,,276390.74504566175
82918089,82919964,0,10085683,tertiary,False,210.41500000000002,Center Street,"LINESTRING (-111.847865 41.7315985, -111.8477033 41.7315955, -111.845487 41.7315573, -111.84533 41.7315546)",45.1,91.3,16.8,0.008,0.008,,,,,,,,360879.7245244427
82918089,82918087,0,450841773,residential,False,213.28699999999995,500 West,"LINESTRING (-111.847865 41.7315985, -111.8478695 41.7314732, -111.8479078 41.7304252, -111.8479303 41.7298052, -111.8479357 41.7296811)",40.2,181.6,19.1,-0.002,0.002,,,25 mph,,,,,322907.8931343145
82918097,82918098,0,10083816,residential,False,71.84,South 500 West,"LINESTRING (-111.8687915 41.6320669, -111.8688623 41.631423)",41.6,184.7,6.2,-0.006,0.006,,,,,,,,113274.62582226972
82918097,82918098,1,"[10086306, 10084861, 10086319]",residential,False,563.606,"['Valley View Drive', 'Eagle Ridge Drive', 'South 600 West']","LINESTRING (-111.8687915 41.6320669, -111.8710455 41.6321113, -111.8710402 41.6315035, -111.8710336 41.6309436, -111.8709053 41.6308625, -111.8707154 41.6308091, -111.8703762 41.6308607, -111.8702897 41.6309031, -111.8702503 41.6309897, -111.8702787 41.6314264, -111.8701635 41.631474, -111.86963 41.6314784, -111.8688623 41.631423)",41.6,184.7,48.8,-0.001,0.001,,,,,,,,884324.5176001335
82918097,82926406,0,10086306,residential,False,277.379,Valley View Drive,"LINESTRING (-111.8687915 41.6320669, -111.8685567 41.6321468, -111.8679496 41.6329723, -111.8676047 41.6332703, -111.8669933 41.633315, -111.8668516 41.6333434, -111.8665123 41.6334624, -111.8663564 41.6334696)",41.6,52.4,24.0,-0.026,0.026,,,,,,,,435548.37243086234
82918098,82918097,0,10083816,residential,False,71.84,South 500 West,"LINESTRING (-111.8688623 41.631423, -111.8687915 41.6320669)",41.6,4.7,6.2,0.006,0.006,,,,,,,,113417.57227309543
82918098,82918097,1,"[10086306, 10084861, 10086319]",residential,False,563.606,"['Valley View Drive', 'Eagle Ridge Drive', 'South 600 West']","LINESTRING (-111.8688623 41.631423, -111.86963 41.6314784, -111.8701635 41.631474, -111.8702787 41.6314264, -111.8702503 41.6309897, -111.8702897 41.6309031, -111.8703762 41.6308607, -111.8707154 41.6308091, -111.8709053 41.6308625, -111.8710336 41.6309436, -111.8710402 41.6315035, -111.8710455 41.6321113, -111.8687915 41.6320669)",41.6,4.7,48.8,0.001,0.001,,,,,,,,884435.8997293481
