u,v,key,osmid,highway,oneway,length,name,geometry,speed_kph,bearing,travel_time,grade,grade_abs,lanes,ref,maxspeed,bridge,width,junction,access,simple_model_e
82926386,425562316,0,10084736,residential,False,27.145,South 400 West,"LINESTRING (-111.8439543 41.8345897, -111.8439375 41.8348335)",41.6,2.9,2.3,0.001,0.001,,,,,,,,43325.54628976961
82926386,82926384,0,10084736,residential,False,230.139,South 400 West,"LINESTRING (-111.8439543 41.8345897, -111.8439776 41.8326363, -111.8439797 41.8325201)",41.6,180.5,19.9,-0.006,0.006,,,,,,,,361468.7142466726
82926386,4565578754,0,10085654,residential,False,66.211,West 100 South,"LINESTRING (-111.8439543 41.8345897, -111.8437717 41.8345863, -111.8431553 41.8345772)",41.6,91.2,5.7,0.017,0.017,,,,,,,,104559.67832459252
82926394,82926260,0,10085059,tertiary,False,829.351,4200 North,"LINESTRING (-111.8446922 41.8088295, -111.8454015 41.8088378, -111.8474101 41.8087673, -111.847676 41.808758, -111.8546948 41.8088552)",45.1,270.2,66.2,-0.005,0.005,,,,,,,,1419706.743053129
82926394,429563053,0,10085059,tertiary,False,609.068,4200 North,"LINESTRING (-111.8446922 41.8088295, -111.839714 41.8087848, -111.8373447 41.8087398)",45.1,90.9,48.6,0.006,0.006,,,,,,,,1042866.3223069838
82926394,82926395,0,1056922783,unclassified,False,813.015,South 400 West,"LINESTRING (-111.8446922 41.8088295, -111.8445992 41.8159699, -111.8446733 41.8161316)",48.5,0.1,60.3,0.01,0.01,,,,,,,,1506240.2579206096
82926395,82925747,0,10084738,residential,False,828.4590000000001,South 400 West,"LINESTRING (-111.8446733 41.8161316, -111.844669 41.8162692, -111.8445007 41.820417, -111.84433 41.8235776)",41.6,2.0,71.7,0.01,0.01,,,,,,,,1299724.960411245
82926395,9430027705,0,10086048,unclassified,False,818.379,4600 North,"LINESTRING (-111.8446733 41.8161316, -111.8449672 41.8161488, -111.846163 41.8161531, -111.849224 41.816164, -111.8516214 41.8161728, -111.853155 41.8161786, -111.8534032 41.8161795, -111.8545471 41.8162012)",48.5,270.5,60.7,-0.012,0.012,2,,,,,,,1516032.2047714193
82926395,82931203,0,10086048,unclassified,False,423.66700000000003,4600 North,"LINESTRING (-111.8446733 41.8161316, -111.8444794 41.8160978, -111.840212 41.8160321, -111.8395673 41.8160222)",48.5,91.6,31.4,0.004,0.004,2,,,,,,,785386.2412882012
82926395,82926394,0,1056922783,unclassified,False,813.015,South 400 West,"LINESTRING (-111.8446733 41.8161316, -111.8445992 41.8159699, -111.8446922 41.8088295)",48.5,180.1,60.3,-0.01,0.01,,,,,,,,1506020.6485743157
82926401,82921168,0,10084738,residential,False,228.232,South 400 West,"LINESTRING (-111.8437345 41.8325201, -111.8438659 41.8304699)",41.6,182.7,19.8,-0.009,0.009,,,,,,,,358469.795743989
82926401,82929644,0,10085156,residential,False,212.465,West 200 South,"LINESTRING (-111.8437345 41.8325201, -111.8411704 41.8324898)",41.6,90.9,18.4,0.022,0.022,,,,,,,,333885.6590542803
82926401,82926384,0,10085156,residential,False,20.316000000000003,West 200 South,"LINESTRING (-111.8437345 41.8325201, -111.8439189 41.8325196, -111.8439797 41.8325201)",41.6,270.0,1.8,-0.016,0.016,,,,,,,,32523.209206810705
82926405,82885640,0,10084741,tertiary,False,233.007,South 400 West,"LINESTRING (-111.8664474 41.6300988, -111.8664491 41.6301631, -111.8663908 41.6321938)",45.1,1.2,18.6,-0.01,0.01,,UT 304,,,,,,399547.1109778166
82926405,82921130,0,10084741,tertiary,False,231.88499999999996,South 400 West,"LINESTRING (-111.8664474 41.6300988, -111.8664513 41.6300174, -111.8664961 41.6287171, -111.8665006 41.6285255, -111.8665206 41.6281149, -111.866522 41.6280142)",45.1,181.5,18.5,0.017,0.017,,UT 304,,,,,,397594.46332486585
82926405,82929663,0,10085157,residential,False,228.263,West 200 South,"LINESTRING (-111.8664474 41.6300988, -111.866376 41.6300889, -111.8646288 41.6300619, -111.8637027 41.6300498)",41.6,91.4,19.8,0.037,0.037,,,,,,,,358702.041160679
82926405,82927157,0,10085157,residential,False,104.233,West 200 South,"LINESTRING (-111.8664474 41.6300988, -111.8666022 41.6300994, -111.8677006 41.6301329)",41.6,272.1,9.0,0.035,0.035,,,,,,,,164258.64063129068
82926406,82885640,0,10084741,tertiary,False,141.891,South 400 West,"LINESTRING (-111.8663564 41.6334696, -111.8663908 41.6321938)",45.1,181.2,11.3,-0.012,0.012,,UT 304,,,,,,243538.49858864266
82926406,82913588,0,10084741,tertiary,False,90.25999999999999,South 400 West,"LINESTRING (-111.8663564 41.6334696, -111.8663553 41.6340333, -111.8663598 41.6342813)",45.1,359.8,7.2,0.001,0.001,,UT 304,,,,,,155381.6409563154
82926406,82918097,0,10086306,residential,False,277.379,Valley View Drive,"LINESTRING (-111.8663564 41.6334696, -111.8665123 41.6334624, -111.8668516 41.6333434, -111.8669933 41.633315, -111.8676047 41.6332703, -111.8679496 41.6329723, -111.8685567 41.6321468, -111.8687915 41.6320669)",41.6,232.4,24.0,0.026,0.026,,,,,,,,435666.59518883616
82926412,82918103,0,10085160,residential,False,364.02,West 200 South,"LINESTRING (-111.8193065 41.9185475, -111.8237059 41.9185767)",41.6,270.5,31.5,-0.019,0.019,,,,,,,,571403.659142115
82926412,82912160,0,10084743,residential,False,556.8489999999999,South 400 West,"LINESTRING (-111.8193065 41.9185475, -111.8193535 41.9170194, -111.819463 41.913541)",41.6,181.3,48.2,-0.006,0.006,,,,,,,,873713.6467453534
82926412,82929680,0,10085160,residential,False,400.876,West 200 South,"LINESTRING (-111.8193065 41.9185475, -111.8147079 41.9184778, -111.8144631 41.9184913)",41.6,90.9,34.7,0.024,0.024,,,,,,,,629299.3559728396
82926414,82917272,0,10084746,residential,False,438.08,South 400 West,"LINESTRING (-111.8420378 41.5771934, -111.8419592 41.5811327)",41.6,0.9,37.9,-0.007,0.007,2,,,,,,,687600.9467418173
82926414,82931440,0,1014384064,residential,False,94.805,,"LINESTRING (-111.8420378 41.5771934, -111.8408982 41.57718)",41.6,90.9,8.2,0.018,0.018,,,,,,,,149395.30746175532
82926414,9744155822,0,"[1014384064, 1060588280]",residential,False,423.678,,"LINESTRING (-111.8420378 41.5771934, -111.8429474 41.5771926, -111.843397 41.5773782, -111.8448768 41.5773992, -111.8450126 41.5774483, -111.8450594 41.5775709, -111.8450126 41.5789686)",41.6,308.6,36.7,-0.004,0.004,,,,,,,,665019.0244337235
82926418,82934010,0,"[10084746, 10085788]",residential,False,1205.3880000000001,"['West 7000 South', 'South 400 West']","LINESTRING (-111.841516 41.5986236, -111.8414043 41.6050042, -111.8414258 41.6050612, -111.8414936 41.605115, -111.8416179 41.6051441, -111.8472723 41.6050729)",41.6,326.3,104.3,-0.003,0.003,2,,,,,,,1890664.7157871502
82926418,82913539,0,10084746,residential,False,860.049,South 400 West,"LINESTRING (-111.841516 41.5986236, -111.84163 41.5947559, -111.8416309 41.5946845, -111.8416888 41.5908902)",41.6,181.0,74.4,0.003,0.003,2,,,,,,,1349125.6896056994
82926418,82912121,0,10085786,residential,False,565.507,West 7400 South,"LINESTRING (-111.841516 41.5986236, -111.8367268 41.598445, -111.835229 41.5983891, -111.8347258 41.5984285)",41.6,92.2,48.9,0.002,0.002,2,,,,,,,887351.7178727917
82926422,82926424,0,10084748,secondary,False,76.792,South 400 West,"LINESTRING (-111.9999261 41.8583804, -111.9999096 41.8590709)",64.6,1.0,4.3,0.017,0.017,2,UT 23,,,,,,197743.40975008637
82926422,82929624,0,10085152,residential,False,232.441,West 200 South,"LINESTRING (-111.9999261 41.8583804, -111.9971198 41.8583473)",41.6,90.9,20.1,0.002,0.002,,,,,,,,365142.6651387153
82926422,82921119,0,10085204,secondary,False,229.089,South 300 West,"LINESTRING (-111.9999261 41.8583804, -111.9999952 41.8563208)",64.6,181.4,12.8,-0.011,0.011,2,UT 23,,,,,,583838.4524875482
82926424,82926425,0,10084748,secondary,False,161.041,South 400 West,"LINESTRING (-111.9999096 41.8590709, -111.9998503 41.8605185)",64.6,1.7,9.0,0.008,0.008,2,UT 23,,,,,,411500.9045451129
82926424,82926422,0,10084748,secondary,False,76.792,South 400 West,"LINESTRING (-111.9999096 41.8590709, -111.9999261 41.8583804)",64.6,181.0,4.3,-0.017,0.017,2,UT 23,,,,,,197318.69686477294
82926424,82918951,0,10085712,unclassified,False,437.85,West 7000 North,"LINESTRING (-111.9999096 41.8590709, -112.0007591 41.8590633, -112.0051965 41.8590697)",48.5,270.0,32.5,0.001,0.001,,,,,,,,811665.7055039129
82926425,82926424,0,10084748,secondary,False,161.041,South 400 West,"LINESTRING (-111.9998503 41.8605185, -111.9999096 41.8590709)",64.6,181.7,9.0,-0.008,0.008,2,UT 23,,,,,,411165.2253250009
82926425,82933189,0,10085658,residential,False,238.307,West 100 South,"LINESTRING (-111.9998503 41.8605185, -111.9969739 41.8604569)",41.6,91.6,20.6,-0.007,0.007,,,,,,,,374310.8427115737
82926425,82913604,0,10084748,secondary,False,233.18900000000002,South 400 West,"LINESTRING (-111.9998503 41.8605185, -111.9997781 41.8623796, -111.9997763 41.8624329, -111.9997677 41.8626147)",64.6,1.7,13.0,0.018,0.018,2,UT 23,,,,,,594642.7551126251
82926430,7568279159,0,943727980,primary,False,109.247,Main Street,"LINESTRING (-111.8338318 41.6855273, -111.833783 41.6845455)",72.4,177.9,5.4,0.006,0.006,5,UT 165,45 mph,,,,,318594.85176746605
82926430,5927116570,0,"[627838579, 1006399397, 1006399398]",residential,False,167.18200000000002,200 North,"LINESTRING (-111.8338318 41.6855273, -111.8333116 41.6855211, -111.8330158 41.6855303, -111.8327261 41.6855465, -111.8322459 41.6856455, -111.8320665 41.6856842, -111.8318749 41.6857672)",40.2,80.7,15.0,0.012,0.012,2,,25 mph,yes,,,,253321.26602571484
82926430,82926436,0,943712998,residential,False,1125.336,2600 South,"LINESTRING (-111.8338318 41.6855273, -111.835096 41.6855249, -111.8359769 41.6855233, -111.836652 41.685522, -111.837495 41.6855204, -111.838731 41.6855181, -111.8390689 41.6855174, -111.843227 41.6855096, -111.8473833 41.6855017)",41.6,269.9,97.4,-0.003,0.003,,,,,,,,1765111.9693438746
82926430,82927722,0,"[687140395, 943727980, 687140398]",primary,False,629.101,Main Street,"LINESTRING (-111.8338318 41.6855273, -111.8338662 41.6863282, -111.8338774 41.6865834, -111.8338904 41.6868714, -111.8339112 41.6872383, -111.8339688 41.6878895, -111.8341574 41.6898506, -111.8342794 41.6911743)",80.0,356.6,28.3,-0.005,0.005,5,UT 165,"['45 mph', '55 mph']",yes,,,,2036014.9894990856
82926436,82912221,0,10086313,residential,False,81.53,South 600 West,"LINESTRING (-111.8473833 41.6855017, -111.847383 41.6854257, -111.8473836 41.6853894, -111.8473871 41.6847685)",41.6,180.2,7.1,0.003,0.003,,,,,,,,128494.76015988448
82926436,82926430,0,943712998,residential,False,1125.336,2600 South,"LINESTRING (-111.8473833 41.6855017, -111.843227 41.6855096, -111.8390689 41.6855174, -111.838731 41.6855181, -111.837495 41.6855204, -111.836652 41.685522, -111.8359769 41.6855233, -111.835096 41.6855249, -111.8338318 41.6855273)",41.6,89.9,97.4,0.003,0.003,,,,,,,,1765106.285627654
82926436,82918198,0,943712999,residential,False,140.397,West 2600 South,"LINESTRING (-111.8473833 41.6855017, -111.848112 41.6855027, -111.8489486 41.6855039, -111.849074 41.6855041)",41.6,270.1,12.1,-0.006,0.006,,,,,,,,220828.451315012
82926443,8067298034,0,10084751,residential,False,116.822,West 2600 South,"LINESTRING (-111.8572384 41.6855323, -111.8573523 41.6855313, -111.8586451 41.6855197)",41.6,269.3,10.1,-0.01,0.01,,,,,,,,183852.10366302214
82926443,3348697226,0,10084751,residential,False,184.474,West 2600 South,"LINESTRING (-111.8572384 41.6855323, -111.8571234 41.6855333, -111.8562087 41.6855355, -111.8556256 41.6855015, -111.8550188 41.6854934)",41.6,91.3,16.0,-0.001,0.001,,,,,,,,289925.9326061173
82926443,428875229,0,"[36886970, 36886181]",residential,False,333.47600000000006,South 1000 West,"LINESTRING (-111.8572384 41.6855323, -111.8572404 41.6856151, -111.8572871 41.6876679, -111.8572949 41.688426, -111.857295 41.688531)",41.6,359.2,28.9,-0.013,0.013,,,,,,,,523575.0141053742
82926443,428865677,0,36886181,residential,False,247.298,South 1000 West,"LINESTRING (-111.8572384 41.6855323, -111.8572371 41.6854369, -111.857211 41.6833084)",41.6,179.5,21.4,0.008,0.008,,,,,,,,388416.08966780547
82926445,3348697241,0,328045548,residential,False,185.23,South 1130 West,"LINESTRING (-111.86207 41.6855111, -111.8620956 41.6871768)",41.6,359.3,16.0,-0.012,0.012,,,,,,,,291144.99492349237
82926445,10184624206,0,10084751,residential,False,818.636,West 2600 South,"LINESTRING (-111.86207 41.6855111, -111.8670466 41.6855123, -111.8674423 41.6855271, -111.8677759 41.685585, -111.8681016 41.6856748, -111.8684895 41.6858486, -111.8709982 41.6872454, -111.8711721 41.6873388)",41.6,285.1,70.8,-0.009,0.009,,,,,,,,1284235.5667004988
82926445,3348697227,0,10084751,residential,False,199.58100000000002,West 2600 South,"LINESTRING (-111.86207 41.6855111, -111.8619636 41.6855111, -111.8597851 41.6855106, -111.8596666 41.6855106)",41.6,90.0,17.3,0.011,0.011,,,,,,,,313651.10152625275
82926445,6166235968,0,10085510,residential,False,413.41200000000003,South 1200 West,"LINESTRING (-111.86207 41.6855111, -111.8620558 41.6844486, -111.8619908 41.6817937)",41.6,179.1,35.8,0.009,0.009,,,,,,,,648867.3480184026
82926453,82923290,0,10084753,residential,False,851.6200000000001,West 2600 South,"LINESTRING (-111.901352 41.685361, -111.8977451 41.6853839, -111.8971836 41.6853874, -111.891097 41.685426)",41.6,89.5,73.7,0.003,0.003,,,,,,,,1335950.5708394044
82926456,82904525,0,10084754,residential,False,346.144,West 2600 South,"LINESTRING (-111.9650017 41.6851449, -111.9651597 41.6851161, -111.9685069 41.6850883, -111.9691646 41.6851088)",41.6,269.3,30.0,0.066,0.066,,,,,,,,543643.2507543301
82926456,82929222,0,10085105,secondary,False,341.051,,"LINESTRING (-111.9650017 41.6851449, -111.9652946 41.685542, -111.965433 41.6857128, -111.9655667 41.6858889, -111.96585 41.6862554, -111.9661739 41.6866762, -111.9665508 41.6871615, -111.9669216 41.6876525, -111.9670376 41.6878085)",88.5,330.3,13.9,0.008,0.008,2,UT 23,55 mph,,,,,1242821.3211489262
82926456,82929214,0,10085105,secondary,False,632.743,,"LINESTRING (-111.9650017 41.6851449, -111.9649066 41.6850282, -111.9648073 41.6849052, -111.9646158 41.6846538, -111.9644111 41.6843988, -111.9641032 41.6839895, -111.963866 41.6836815, -111.9636002 41.6833332, -111.9633646 41.6830168, -111.9631236 41.6827085, -111.962509 41.6819225, -111.9622394 41.6815726, -111.961935 41.6811643, -111.961442 41.6805262, -111.9613022 41.680353, -111.9612754 41.680328, -111.9612316 41.6802728, -111.9612195 41.6802575, -111.9611804 41.6802236)",88.5,149.9,25.7,-0.002,0.002,2,UT 23,55 mph,,,,,2299146.380197622
82926456,10006936139,0,1092669455,residential,False,112.664,,"LINESTRING (-111.9650017 41.6851449, -111.9646481 41.6852747, -111.9644272 41.685303, -111.964211 41.6852985, -111.9636889 41.6852878)",41.6,81.7,9.7,-0.038,0.038,,,,,,,,177228.1368117168
82926471,82918182,0,186841697,residential,False,37.54,1500 North,"LINESTRING (-111.7898852 41.7584654, -111.7903377 41.7584591)",40.2,268.9,3.4,-0.011,0.011,,,25 mph,,,,,57347.3003653513
82926471,82882308,0,10084756,residential,False,184.89999999999998,1800 East,"LINESTRING (-111.7898852 41.7584654, -111.7898534 41.7576844, -111.7898534 41.757614, -111.7898724 41.7575294, -111.7899214 41.7574149, -111.7900307 41.7573396, -111.7905426 41.757026)",41.6,198.8,16.0,-0.011,0.011,,,,,,,,290529.75208738726
82926471,430694019,0,186841697,residential,False,324.991,1500 North,"LINESTRING (-111.7898852 41.7584654, -111.7893944 41.7584706, -111.7892428 41.7584757, -111.7890098 41.7585141, -111.7887563 41.7585923, -111.7885108 41.7587343, -111.7883627 41.7588868, -111.788246 41.7590391, -111.7881025 41.759221, -111.787948 41.7593491, -111.7877506 41.7594707, -111.787433 41.759554, -111.7872099 41.7595796, -111.7869438 41.7595604, -111.7865975 41.7594753)",40.2,67.6,29.1,0.074,0.074,,,25 mph,,,,,492006.50760911877
82926478,82938326,0,977348912,residential,False,367.081,2100 North,"LINESTRING (-111.7903771 41.7695521, -111.7905787 41.7694366, -111.7908582 41.7693972, -111.791564 41.7693988, -111.7920236 41.769401, -111.7922905 41.7694026, -111.792911 41.7693958, -111.7947455 41.7693756)",41.6,266.9,31.8,-0.048,0.048,,,,,,,,576108.00931489
82926501,82914884,0,10084762,residential,False,292.391,2200 South,"LINESTRING (-111.8621805 41.6928408, -111.8657019 41.6928286)",56.3,269.7,18.7,-0.003,0.003,,,35 mph,,,,,638970.0548891542
82926501,10172574838,0,36886969,residential,False,134.357,South 1200 West,"LINESTRING (-111.8621805 41.6928408, -111.86218 41.6916325)",41.6,180.0,11.6,0.003,0.003,,,,,,,,211321.54824077437
82926501,8178000683,0,10084762,residential,False,269.06600000000003,2200 South,"LINESTRING (-111.8621805 41.6928408, -111.8618245 41.6928454, -111.8604551 41.6928633, -111.8589403 41.6928733)",56.3,89.2,17.2,0.003,0.003,,,35 mph,,,,,588120.1340385712
82926501,7706525761,0,36886969,residential,False,269.91499999999996,South 1200 West,"LINESTRING (-111.8621805 41.6928408, -111.8621874 41.6933982, -111.862204 41.6946561, -111.862178 41.6951593, -111.8620756 41.6952362)",41.6,1.9,23.4,0.004,0.004,,,,,,,,423971.49960178864
82926505,8443895027,0,10084762,residential,False,176.217,2200 South,"LINESTRING (-111.8719089 41.6928004, -111.8697868 41.6928211)",56.3,89.3,11.3,0.007,0.007,,,35 mph,,,,,385791.92499039666
82926505,82914088,0,10084762,residential,False,797.425,2200 South,"LINESTRING (-111.8719089 41.6928004, -111.872649 41.692806, -111.8731087 41.6928045, -111.8735164 41.6928032, -111.8740046 41.6928017, -111.875777 41.692796, -111.8815123 41.6927458)",56.3,269.6,51.0,-0.008,0.008,,,35 mph,,,,,1739565.3079379867
82926505,10116296009,0,10085504,unclassified,False,278.064,1600 West,"LINESTRING (-111.8719089 41.6928004, -111.871886 41.6940531, -111.871892 41.6945177, -111.8719034 41.6953009)",48.5,0.1,20.6,-0.012,0.012,,,,,,,,515888.3550662301
82926505,82914880,0,10085504,unclassified,False,679.261,1600 West,"LINESTRING (-111.8719089 41.6928004, -111.8718707 41.6897512, -111.8718655 41.6893049, -111.8718059 41.6866922)",48.5,179.3,50.4,0.001,0.001,,,,,,,,1258463.0887827547
82926513,82934330,0,997709257,residential,False,401.795,South 3200 West,"LINESTRING (-111.9105359 41.6926414, -111.9105522 41.689028)",41.6,180.2,34.8,0.003,0.003,,,,,,,,630634.4752205174
82926513,6267091164,0,10084762,residential,False,766.1579999999999,2200 South,"LINESTRING (-111.9105359 41.6926414, -111.9129392 41.6926221, -111.9170934 41.6926221, -111.9176169 41.6926157, -111.9179517 41.6927119, -111.9184066 41.6928272, -111.9187327 41.6927824, -111.9192992 41.6926349, -111.9196746 41.6926331)",56.3,269.9,49.0,0.001,0.001,,,35 mph,,,,,1671464.3361245529
82926513,82923391,0,10084762,residential,False,803.899,2200 South,"LINESTRING (-111.9105359 41.6926414, -111.9032351 41.6926655, -111.9028221 41.6926669, -111.9008542 41.6926734)",56.3,89.7,51.4,0.001,0.001,,,35 mph,,,,,1753668.2560744905
82926513,82931995,0,997709257,residential,False,807.117,South 3200 West,"LINESTRING (-111.9105359 41.6926414, -111.9105642 41.6957487, -111.910564 41.696778, -111.9105646 41.6998999)",41.6,359.8,69.8,-0.001,0.001,,,,,,,,1266228.8975036547
82926521,82926524,0,10084762,residential,False,368.232,2200 South,"LINESTRING (-111.920238 41.6926427, -111.9246728 41.6926316)",56.3,269.8,23.5,0.001,0.001,,,35 mph,,,,,804267.0341401024
82926521,6267091164,0,10084762,residential,False,46.792,2200 South,"LINESTRING (-111.920238 41.6926427, -111.9196746 41.6926331)",56.3,91.3,3.0,-0.001,0.001,,,35 mph,,,,,103699.41644626524
82926521,82934338,0,"[10083209, 997709252]",residential,False,2411.5930000000003,"['West 1400 South', '3600 West']","LINESTRING (-111.920238 41.6926427, -111.9202446 41.6932492, -111.920282 41.6934703, -111.92038 41.6963977, -111.9204011 41.6999032, -111.92042 41.7070691, -111.9203631 41.7071281, -111.9192854 41.7071234, -111.9189032 41.7071258, -111.9120036 41.707146, -111.9118392 41.7071465, -111.9107377 41.7071621)",41.6,26.0,208.7,-0.001,0.001,,,,,,,,3781856.5970657957
82926524,82926521,0,10084762,residential,False,368.232,2200 South,"LINESTRING (-111.9246728 41.6926316, -111.920238 41.6926427)",56.3,89.8,23.5,-0.001,0.001,,,35 mph,,,,,804213.7360985093
82926524,82912163,0,"[1007810416, 1007810417, 10084762]",residential,False,856.9090000000001,2200 South,"LINESTRING (-111.9246728 41.6926316, -111.926156 41.6926305, -111.927078 41.69264, -111.934403 41.6926934, -111.934507 41.6926953, -111.9349925 41.6927008)",56.3,270.5,54.8,-0.006,0.006,,,35 mph,yes,,,,1869208.439490907
82926524,428182109,0,10084926,residential,False,1025.2849999999999,3800 West,"LINESTRING (-111.9246728 41.6926316, -111.9246748 41.6923006, -111.924627 41.6919638, -111.9245431 41.6904528, -111.9245076 41.6881752, -111.9243907 41.6878379, -111.9241313 41.6875676, -111.9228612 41.6865011, -111.9226895 41.6862575, -111.9226123 41.685796, -111.9225694 41.6852255, -111.9226638 41.6845973, -111.9226724 41.6842512, -111.9225876 41.6838942)",41.6,169.9,88.7,0.002,0.002,,,,,,,,1608192.6008124328
82926541,9845448709,0,10084767,residential,False,24.175,300 East,"LINESTRING (-111.8102777 41.7077414, -111.8102648 41.7079586)",41.6,2.5,2.1,-0.028,0.028,,,,,,,,38577.48988260945
82926541,9821006891,0,10086342,residential,False,23.931,Center Street,"LINESTRING (-111.8102777 41.7077414, -111.8105246 41.7078525)",41.6,301.1,2.1,-0.075,0.075,,,,,,,,38031.332540453586
82926541,82882469,0,10086342,residential,False,143.676,Center Street,"LINESTRING (-111.8102777 41.7077414, -111.8099254 41.7076032, -111.8093743 41.7074339, -111.8086702 41.7072717)",41.6,111.4,12.4,0.058,0.058,,,,,,,,226128.2020354295
82926541,82931986,0,1086463973,residential,False,198.813,300 East,"LINESTRING (-111.8102777 41.7077414, -111.8102822 41.7076698, -111.810406 41.705956)",41.6,183.1,17.2,0.065,0.065,,,,,,,,312577.77018137416
82926546,82926554,0,10084769,residential,False,208.385,300 East,"LINESTRING (-111.826605 41.7484647, -111.8266086 41.748345, -111.826635 41.7474654, -111.8266681 41.7466919, -111.8266743 41.7465914)",41.6,181.6,18.0,0.003,0.003,,,,,,,,327389.52949526603
82926546,82882421,0,10084769,residential,False,179.15499999999997,300 East,"LINESTRING (-111.826605 41.7484647, -111.8266017 41.7485971, -111.8265694 41.749939, -111.8265681 41.7499646, -111.8265613 41.7500755)",41.6,1.2,15.5,-0.001,0.001,,,,,,,,281654.3598490723
82926546,82930803,0,1108034025,residential,False,227.64999999999998,900 North,"LINESTRING (-111.826605 41.7484647, -111.8267359 41.7484664, -111.8267618 41.7484665, -111.8291508 41.7484768, -111.8292005 41.7484783, -111.829349 41.7484793)",41.6,270.4,19.7,-0.017,0.017,,,,,,,,357596.963424811
82926546,82930801,0,1108034025,residential,False,106.429,900 North,"LINESTRING (-111.826605 41.7484647, -111.8264789 41.7484634, -111.8264568 41.7484631, -111.8253222 41.7484532)",41.6,90.7,9.2,0.021,0.021,,,,,,,,167630.09441925818
82926554,82926556,0,10084769,residential,False,85.547,300 East,"LINESTRING (-111.8266743 41.7465914, -111.82672 41.7464842, -111.8267486 41.7458277)",41.6,184.2,7.4,0.006,0.006,,,,,,,,134803.40764785468
82926554,82926546,0,10084769,residential,False,208.385,300 East,"LINESTRING (-111.8266743 41.7465914, -111.8266681 41.7466919, -111.826635 41.7474654, -111.8266086 41.748345, -111.826605 41.7484647)",41.6,1.6,18.0,-0.003,0.003,,,,,,,,327477.3197804253
82926554,82933912,0,10086143,residential,False,224.28700000000003,800 North,"LINESTRING (-111.8266743 41.7465914, -111.8268296 41.7465952, -111.8268884 41.7465977, -111.8292202 41.7466531, -111.829255 41.746655, -111.8293763 41.7466569)",41.6,271.9,19.4,-0.02,0.02,,,,,,,,352316.09928308584
82926554,82902128,0,10086143,residential,False,121.39,800 North,"LINESTRING (-111.8266743 41.7465914, -111.8265501 41.7465884, -111.826496 41.7465883, -111.8252119 41.7465559)",41.6,91.9,10.5,0.022,0.022,,,,,,,,191089.3178569597
82926556,82916811,0,10084769,residential,False,128.99,300 East,"LINESTRING (-111.8267486 41.7458277, -111.8267999 41.7446683)",41.6,181.9,11.2,-0.006,0.006,,,,,,,,202878.7085413646
82926556,82926554,0,10084769,residential,False,85.547,300 East,"LINESTRING (-111.8267486 41.7458277, -111.82672 41.7464842, -111.8266743 41.7465914)",41.6,4.2,7.4,-0.006,0.006,,,,,,,,134870.88834320992
82926556,82930916,0,10085303,residential,False,104.17099999999999,770 North,"LINESTRING (-111.8267486 41.7458277, -111.826576 41.7458288, -111.825493 41.7458332)",41.6,89.7,9.0,0.016,0.016,,,,,,,,164074.94938930954
82926558,82921847,0,10084769,residential,False,215.201,300 East,"LINESTRING (-111.8268968 41.7408236, -111.8268913 41.7409549, -111.8268569 41.7427587)",41.6,0.9,18.6,-0.002,0.002,,,,,,,,338167.37429626577
82926558,82882145,0,182952356,tertiary,False,88.984,500 North,"LINESTRING (-111.8268968 41.7408236, -111.8270847 41.7408268, -111.827969 41.7408423)",45.1,271.3,7.1,-0.025,0.025,,,,,,,,153061.52962318878
82926558,82918238,0,182952356,tertiary,False,207.79500000000002,500 North,"LINESTRING (-111.8268968 41.7408236, -111.8267665 41.7408207, -111.8245452 41.7407834, -111.824393 41.7407805)",45.1,91.3,16.6,0.035,0.035,,,,,,,,356489.97061911284
82926558,82926560,0,182952361,residential,False,208.75799999999998,300 East,"LINESTRING (-111.8268968 41.7408236, -111.8269019 41.7407237, -111.8269982 41.7391147, -111.826999 41.7390781, -111.8270067 41.738948)",41.6,182.5,18.1,0.007,0.007,,,,,,,,327987.1939863848
82926560,82882728,0,182952357,residential,False,134.774,300 East,"LINESTRING (-111.8270067 41.738948, -111.827009 41.7388177, -111.82701 41.738778, -111.8270325 41.7377361)",41.6,180.9,11.7,0.025,0.025,,,,,,,,212044.99297298808
82926560,82926558,0,182952361,residential,False,208.75799999999998,300 East,"LINESTRING (-111.8270067 41.738948, -111.826999 41.7390781, -111.8269982 41.7391147, -111.8269019 41.7407237, -111.8268968 41.7408236)",41.6,2.5,18.1,-0.007,0.007,,,,,,,,328049.2829715881
82926560,82933904,0,"[954776985, 954776986, 943699886]",trunk,False,212.11399999999998,400 North,"LINESTRING (-111.8270067 41.738948, -111.8277646 41.7389616, -111.8282716 41.7389707, -111.8284146 41.7389733, -111.8287115 41.7389786, -111.8294124 41.738991, -111.8295624 41.7389939)",64.4,271.4,11.9,-0.028,0.028,"['4', '5']",US 89;UT 30,40 mph,,,,,538957.171565861
82926560,82918236,0,"[954776987, 954776988, 954776989]",trunk,False,212.289,400 North,"LINESTRING (-111.8270067 41.738948, -111.8261157 41.738932, -111.8260628 41.738931, -111.8252118 41.7389157, -111.8244489 41.738902)",64.4,91.4,11.9,0.038,0.038,"['4', '5']",US 89;UT 30,40 mph,,,,,539656.5146632112
82926582,82923043,0,10084772,residential,False,72.3,300 East,"LINESTRING (-111.8257218 41.7765874, -111.8256997 41.7772374)",41.6,1.5,6.3,-0.009,0.009,,,,,,,,114092.34028922631
